Voltage (V),Attenuation (dB)
4.452,16.26
4.453,16.28
4.454,16.3
4.455,16.32
4.457,16.34
4.458,16.35
4.459,16.36
4.46,16.38
4.462,16.4
4.463,16.41
4.464,16.43
4.465,16.44
4.466,16.45
4.468,16.47
4.469,16.49
4.47,16.51
4.471,16.51
4.473,16.53
4.474,16.55
4.475,16.56
4.476,16.58
4.477,16.6
4.479,16.61
4.48,16.62
4.481,16.64
4.482,16.66
4.484,16.67
4.485,16.68
4.486,16.71
4.487,16.71
4.488,16.73
4.49,16.75
4.491,16.76
4.492,16.79
4.493,16.8
4.495,16.81
4.496,16.82
4.497,16.84
4.498,16.85
4.499,16.88
4.501,16.89
4.502,16.9
4.503,16.92
4.504,16.94
4.505,16.96
4.507,16.97
4.508,16.99
4.509,16.99
4.51,17.01
4.512,17.03
4.513,17.04
4.514,17.05
4.515,17.08
4.516,17.09
4.518,17.1
4.519,17.12
4.52,17.13
4.521,17.15
4.523,17.16
4.524,17.18
4.525,17.19
4.526,17.21
4.527,17.24
4.529,17.24
4.53,17.26
4.531,17.27
4.532,17.29
4.534,17.3
4.535,17.33
4.536,17.35
4.537,17.36
4.538,17.37
4.54,17.4
4.541,17.41
4.542,17.43
4.543,17.45
4.545,17.46
4.546,17.48
4.547,17.49
4.548,17.51
4.549,17.53
4.551,17.54
4.552,17.57
4.553,17.59
4.554,17.6
4.556,17.61
4.557,17.64
4.558,17.65
4.559,17.68
4.56,17.67
4.562,17.69
4.563,17.71
4.564,17.73
4.565,17.76
4.567,17.78
4.568,17.8
4.569,17.81
4.57,17.82
4.571,17.84
4.573,17.85
4.574,17.88
4.575,17.88
4.576,17.89
4.578,17.91
4.579,17.94
4.58,17.95
4.581,17.98
4.582,17.98
4.584,17.99
4.585,18.01
4.586,18.04
4.587,18.05
4.589,18.08
4.59,18.08
4.591,18.09
4.592,18.11
4.593,18.14
4.595,18.15
4.596,18.18
4.597,18.18
4.598,18.19
4.6,18.21
4.601,18.24
4.602,18.25
4.603,18.27
4.604,18.28
4.606,18.29
4.607,18.31
4.608,18.34
4.609,18.35
4.611,18.38
4.612,18.39
4.613,18.4
4.614,18.41
4.615,18.44
4.617,18.45
4.618,18.48
4.619,18.47
4.62,18.49
4.621,18.52
4.623,18.55
4.624,18.55
4.625,18.58
4.626,18.58
4.628,18.58
4.629,18.6
4.63,18.63
4.631,18.64
4.632,18.66
4.634,18.68
4.635,18.68
4.636,18.7
4.637,18.73
4.639,18.74
4.64,18.76
4.641,18.77
4.642,18.78
4.643,18.8
4.645,18.82
4.646,18.83
4.647,18.86
4.648,18.87
4.65,18.87
4.651,18.9
4.652,18.92
4.653,18.93
4.654,18.96
4.656,18.97
4.657,18.98
4.658,18.99
4.659,19.02
4.661,19.02
4.662,19.05
4.663,19.06
4.664,19.06
4.665,19.08
4.667,19.12
4.668,19.12
4.669,19.17
4.67,19.16
4.672,19.16
4.673,19.18
4.674,19.21
4.675,19.22
4.676,19.24
4.678,19.25
4.679,19.26
4.68,19.27
4.681,19.3
4.683,19.32
4.684,19.34
4.685,19.35
4.686,19.35
4.687,19.38
4.689,19.4
4.69,19.42
4.691,19.44
4.692,19.45
4.694,19.45
4.695,19.49
4.696,19.5
4.697,19.52
4.698,19.54
4.7,19.55
4.701,19.56
4.702,19.58
4.703,19.6
4.705,19.62
4.706,19.64
4.707,19.65
4.708,19.66
4.709,19.68
4.711,19.7
4.712,19.74
4.713,19.75
4.714,19.75
4.716,19.76
4.717,19.79
4.718,19.8
4.719,19.83
4.72,19.84
4.722,19.86
4.723,19.86
4.724,19.89
4.725,19.91
4.726,19.93
4.728,19.94
4.729,19.96
4.73,19.97
4.731,20
4.733,20.01
4.734,20.03
4.735,20.05
4.736,20.06
4.737,20.07
4.739,20.09
4.74,20.11
4.741,20.13
4.742,20.14
4.744,20.16
4.745,20.18
4.746,20.2
4.747,20.22
4.748,20.24
4.75,20.24
4.751,20.26
4.752,20.28
4.753,20.29
4.755,20.31
4.756,20.34
4.757,20.35
4.758,20.36
4.759,20.38
4.761,20.39
4.762,20.41
4.763,20.43
4.764,20.45
4.766,20.46
4.767,20.48
4.768,20.5
4.769,20.51
4.77,20.54
4.772,20.55
4.773,20.56
4.774,20.57
4.775,20.59
4.777,20.62
4.778,20.63
4.779,20.64
4.78,20.66
4.781,20.67
4.783,20.69
4.784,20.7
4.785,20.73
4.786,20.75
4.788,20.76
4.789,20.77
4.79,20.79
4.791,20.8
4.792,20.82
4.794,20.84
4.795,20.84
4.796,20.86
4.797,20.88
4.799,20.89
4.8,20.92
4.801,20.93
4.802,20.95
4.803,20.96
4.805,20.97
4.806,20.99
4.807,21.01
4.808,21.04
4.81,21.04
4.811,21.05
4.812,21.07
4.813,21.08
4.814,21.11
4.816,21.13
4.817,21.13
4.818,21.15
4.819,21.16
4.821,21.18
4.822,21.2
4.823,21.23
4.824,21.23
4.825,21.24
4.827,21.26
4.828,21.28
4.829,21.3
4.83,21.33
4.832,21.35
4.833,21.35
4.834,21.36
4.835,21.37
4.836,21.39
4.838,21.42
4.839,21.43
4.84,21.44
4.841,21.45
4.842,21.47
4.844,21.48
4.845,21.51
4.846,21.52
4.847,21.54
4.849,21.55
4.85,21.58
4.851,21.59
4.852,21.62
4.853,21.63
4.855,21.63
4.856,21.65
4.857,21.67
4.858,21.7
4.86,21.72
4.861,21.72
4.862,21.73
4.863,21.75
4.864,21.77
4.866,21.8
4.867,21.82
4.868,21.81
4.869,21.83
4.871,21.85
4.872,21.86
4.873,21.89
4.874,21.91
4.875,21.92
4.877,21.93
4.878,21.95
4.879,21.97
4.88,22
4.882,22.01
4.883,22.02
4.884,22.03
4.885,22.05
4.886,22.07
4.888,22.09
4.889,22.12
4.89,22.11
4.891,22.13
4.893,22.15
4.894,22.17
4.895,22.19
4.896,22.2
4.897,22.22
4.899,22.23
4.9,22.25
4.901,22.26
4.902,22.3
4.904,22.32
4.905,22.31
4.906,22.33
4.907,22.36
4.908,22.36
4.91,22.39
4.911,22.41
4.912,22.41
4.913,22.44
4.915,22.45
4.916,22.47
4.917,22.5
4.918,22.51
4.919,22.53
4.921,22.54
4.922,22.55
4.923,22.57
4.924,22.6
4.926,22.61
4.927,22.61
4.928,22.62
4.929,22.64
4.93,22.67
4.932,22.69
4.933,22.71
4.934,22.7
4.935,22.73
4.937,22.73
4.938,22.75
4.939,22.79
4.94,22.8
4.941,22.8
4.943,22.81
4.944,22.83
4.945,22.85
4.946,22.88
4.947,22.89
4.949,22.89
4.95,22.91
4.951,22.92
4.952,22.95
4.954,22.97
4.955,22.99
4.956,22.99
4.957,23
4.958,23.03
4.96,23.03
4.961,23.07
4.962,23.07
4.963,23.08
4.965,23.11
4.966,23.12
4.967,23.12
4.968,23.16
4.969,23.16
4.971,23.17
4.972,23.21
4.973,23.21
4.974,23.22
4.976,23.25
4.977,23.27
4.978,23.26
4.979,23.29
4.98,23.29
4.982,23.32
4.983,23.33
4.984,23.35
4.985,23.36
4.987,23.38
4.988,23.39
4.989,23.4
4.99,23.43
4.991,23.44
4.993,23.43
4.994,23.44
4.995,23.43
4.996,23.44
4.998,23.45
4.999,23.45
5,23.43
