Voltage (V),Attenuation (dB)
0.821,0.01
0.822,0.01
0.823,0.01
0.824,0.01
0.825,0.01
0.827,0.01
0.828,0.01
0.829,0.01
0.83,0.01
0.832,0.01
0.833,0.01
0.834,0.01
0.835,0.01
0.836,0.01
0.838,0.01
0.839,0.01
0.84,0.01
0.841,0.01
0.842,0.01
0.844,0.01
0.845,0.01
0.846,0.01
0.847,0.01
0.849,0.01
0.85,0.01
0.851,0.01
0.852,0.01
0.853,0.01
0.855,0.01
0.856,0.01
0.857,0.01
0.858,0.01
0.86,0.01
0.861,0.01
0.862,0.01
0.863,0.01
0.864,0.01
0.866,0.01
0.867,0.02
0.868,0.02
0.869,0.02
0.871,0.02
0.872,0.02
0.873,0.02
0.874,0.02
0.875,0.02
0.877,0.02
0.878,0.02
0.879,0.02
0.88,0.02
0.882,0.02
0.883,0.02
0.884,0.02
0.885,0.02
0.886,0.02
0.888,0.02
0.889,0.02
0.89,0.02
0.891,0.02
0.893,0.02
0.894,0.02
0.895,0.02
0.896,0.02
0.897,0.02
0.899,0.02
0.9,0.02
0.901,0.02
0.902,0.02
0.904,0.02
0.905,0.02
0.906,0.02
0.907,0.02
0.908,0.02
0.91,0.02
0.911,0.02
0.912,0.02
0.913,0.02
0.915,0.02
0.916,0.02
0.917,0.02
0.918,0.02
0.919,0.02
0.921,0.02
0.922,0.02
0.923,0.02
0.924,0.02
0.926,0.02
0.927,0.02
0.928,0.02
0.929,0.02
0.93,0.02
0.932,0.02
0.933,0.02
0.934,0.02
0.935,0.02
0.937,0.02
0.938,0.02
0.939,0.02
0.94,0.02
0.941,0.02
0.943,0.02
0.944,0.02
0.945,0.02
0.946,0.02
0.947,0.02
0.949,0.02
0.95,0.02
0.951,0.02
0.952,0.02
0.954,0.02
0.955,0.02
0.956,0.02
0.957,0.02
0.958,0.02
0.96,0.02
0.961,0.02
0.962,0.02
0.963,0.02
0.965,0.03
0.966,0.03
0.967,0.03
0.968,0.03
0.969,0.03
0.971,0.03
0.972,0.03
0.973,0.03
0.974,0.03
0.976,0.03
0.977,0.03
0.978,0.03
0.979,0.03
0.98,0.03
0.982,0.03
0.983,0.03
0.984,0.03
0.985,0.03
0.987,0.03
0.988,0.03
0.989,0.03
0.99,0.03
0.991,0.03
0.993,0.03
0.994,0.03
0.995,0.03
0.996,0.03
0.998,0.03
0.999,0.03
1,0.03
1.001,0.03
1.002,0.03
1.004,0.03
1.005,0.03
1.006,0.03
1.007,0.03
1.009,0.03
1.01,0.03
1.011,0.03
1.012,0.03
1.013,0.03
1.015,0.03
1.016,0.03
1.017,0.03
1.018,0.03
1.02,0.03
1.021,0.03
1.022,0.03
1.023,0.03
1.024,0.03
1.026,0.03
1.027,0.03
1.028,0.03
1.029,0.03
1.031,0.03
1.032,0.03
1.033,0.03
1.034,0.03
1.035,0.03
1.037,0.03
1.038,0.03
1.039,0.04
1.04,0.04
1.042,0.04
1.043,0.04
1.044,0.04
1.045,0.04
1.046,0.04
1.048,0.04
1.049,0.04
1.05,0.04
1.051,0.04
1.053,0.04
1.054,0.04
1.055,0.04
1.056,0.04
1.057,0.04
1.059,0.04
1.06,0.04
1.061,0.04
1.062,0.04
1.063,0.04
1.065,0.04
1.066,0.04
1.067,0.04
1.068,0.04
1.07,0.04
1.071,0.04
1.072,0.04
1.073,0.04
1.074,0.04
1.076,0.04
1.077,0.04
1.078,0.04
1.079,0.04
1.081,0.04
1.082,0.04
1.083,0.04
1.084,0.04
1.085,0.04
1.087,0.04
1.088,0.04
1.089,0.04
1.09,0.04
1.092,0.04
1.093,0.04
1.094,0.04
1.095,0.04
1.096,0.04
1.098,0.04
1.099,0.04
1.1,0.04
1.101,0.04
1.103,0.04
1.104,0.04
1.105,0.04
1.106,0.05
1.107,0.05
1.109,0.05
1.11,0.05
1.111,0.05
1.112,0.05
1.114,0.05
1.115,0.05
1.116,0.05
1.117,0.05
1.118,0.05
1.12,0.05
1.121,0.05
1.122,0.05
1.123,0.05
1.125,0.05
1.126,0.05
1.127,0.05
1.128,0.05
1.129,0.05
1.131,0.05
1.132,0.05
1.133,0.05
1.134,0.05
1.136,0.05
1.137,0.05
1.138,0.05
1.139,0.05
1.14,0.05
1.142,0.05
1.143,0.05
1.144,0.05
1.145,0.05
1.147,0.05
1.148,0.05
1.149,0.05
1.15,0.05
1.151,0.05
1.153,0.05
1.154,0.05
1.155,0.05
1.156,0.05
1.158,0.05
1.159,0.06
1.16,0.06
1.161,0.06
1.162,0.06
1.164,0.06
1.165,0.06
1.166,0.06
1.167,0.06
1.168,0.06
1.17,0.06
1.171,0.06
1.172,0.06
1.173,0.06
1.175,0.06
1.176,0.06
1.177,0.06
1.178,0.06
1.179,0.06
1.181,0.06
1.182,0.06
1.183,0.06
1.184,0.06
1.186,0.06
1.187,0.06
1.188,0.06
1.189,0.06
1.19,0.06
1.192,0.06
1.193,0.06
1.194,0.06
1.195,0.06
1.197,0.06
1.198,0.06
1.199,0.06
1.2,0.06
1.201,0.06
1.203,0.06
1.204,0.07
1.205,0.07
1.206,0.07
1.208,0.07
1.209,0.07
1.21,0.07
1.211,0.07
1.212,0.07
1.214,0.07
1.215,0.07
1.216,0.07
1.217,0.07
1.219,0.07
1.22,0.07
1.221,0.07
1.222,0.07
1.223,0.07
1.225,0.07
1.226,0.07
1.227,0.07
1.228,0.07
1.23,0.07
1.231,0.07
1.232,0.07
1.233,0.07
1.234,0.07
1.236,0.07
1.237,0.07
1.238,0.07
1.239,0.07
1.241,0.07
1.242,0.07
1.243,0.07
1.244,0.07
1.245,0.07
1.247,0.08
1.248,0.08
1.249,0.08
1.25,0.08
1.252,0.08
1.253,0.08
1.254,0.08
1.255,0.08
1.256,0.08
1.258,0.08
1.259,0.08
1.26,0.08
1.261,0.08
1.263,0.08
1.264,0.08
1.265,0.08
1.266,0.08
1.267,0.08
1.269,0.08
1.27,0.08
1.271,0.08
1.272,0.08
1.274,0.08
1.275,0.08
1.276,0.08
1.277,0.08
1.278,0.08
1.28,0.08
1.281,0.08
1.282,0.08
1.283,0.08
1.284,0.09
1.286,0.09
1.287,0.09
1.288,0.09
1.289,0.09
1.291,0.09
1.292,0.09
1.293,0.09
1.294,0.09
1.295,0.09
1.297,0.09
1.298,0.09
1.299,0.09
1.3,0.09
1.302,0.09
1.303,0.09
1.304,0.09
1.305,0.09
1.306,0.09
1.308,0.09
1.309,0.09
1.31,0.09
1.311,0.09
1.313,0.09
1.314,0.09
1.315,0.09
1.316,0.09
1.317,0.1
1.319,0.1
1.32,0.1
1.321,0.1
1.322,0.1
1.324,0.1
1.325,0.1
1.326,0.1
1.327,0.1
1.328,0.1
1.33,0.1
1.331,0.1
1.332,0.1
1.333,0.1
1.335,0.1
1.336,0.1
1.337,0.1
1.338,0.1
1.339,0.1
1.341,0.1
1.342,0.1
1.343,0.1
1.344,0.1
1.346,0.1
1.347,0.1
1.348,0.1
1.349,0.1
1.35,0.11
1.352,0.11
1.353,0.11
1.354,0.11
1.355,0.11
1.357,0.11
1.358,0.11
1.359,0.11
1.36,0.11
1.361,0.11
1.363,0.11
1.364,0.11
1.365,0.11
1.366,0.11
1.368,0.11
1.369,0.11
1.37,0.11
1.371,0.11
1.372,0.11
1.374,0.11
1.375,0.11
1.376,0.11
1.377,0.11
1.379,0.11
1.38,0.11
1.381,0.11
1.382,0.12
1.383,0.12
1.385,0.12
1.386,0.12
1.387,0.12
1.388,0.12
1.389,0.12
1.391,0.12
1.392,0.12
1.393,0.12
1.394,0.12
1.396,0.12
1.397,0.12
1.398,0.12
1.399,0.12
1.4,0.12
1.402,0.12
1.403,0.12
1.404,0.12
1.405,0.12
1.407,0.12
1.408,0.12
1.409,0.12
1.41,0.13
1.411,0.13
1.413,0.13
1.414,0.13
1.415,0.13
1.416,0.13
1.418,0.13
1.419,0.13
1.42,0.13
1.421,0.13
1.422,0.13
1.424,0.13
1.425,0.13
1.426,0.13
1.427,0.13
1.429,0.13
1.43,0.13
1.431,0.13
1.432,0.13
1.433,0.13
1.435,0.13
1.436,0.14
1.437,0.14
1.438,0.14
1.44,0.14
1.441,0.14
1.442,0.14
1.443,0.14
1.444,0.14
1.446,0.14
1.447,0.14
1.448,0.14
1.449,0.14
1.451,0.14
1.452,0.14
1.453,0.14
1.454,0.14
1.455,0.14
1.457,0.14
1.458,0.14
1.459,0.14
1.46,0.15
1.462,0.15
1.463,0.15
1.464,0.15
1.465,0.15
1.466,0.15
1.468,0.15
1.469,0.15
1.47,0.15
1.471,0.15
1.473,0.15
1.474,0.15
1.475,0.15
1.476,0.15
1.477,0.15
1.479,0.15
1.48,0.15
1.481,0.15
1.482,0.15
1.484,0.16
1.485,0.16
1.486,0.16
1.487,0.16
1.488,0.16
1.49,0.16
1.491,0.16
1.492,0.16
1.493,0.16
1.495,0.16
1.496,0.16
1.497,0.16
1.498,0.16
1.499,0.16
1.501,0.16
1.502,0.16
1.503,0.16
1.504,0.16
1.505,0.16
1.507,0.17
1.508,0.17
1.509,0.17
1.51,0.17
1.512,0.17
1.513,0.17
1.514,0.17
1.515,0.17
1.516,0.17
1.518,0.17
1.519,0.17
1.52,0.17
1.521,0.17
1.523,0.17
1.524,0.17
1.525,0.17
1.526,0.17
1.527,0.17
1.529,0.18
1.53,0.18
1.531,0.18
1.532,0.18
1.534,0.18
1.535,0.18
1.536,0.18
1.537,0.18
1.538,0.18
1.54,0.18
1.541,0.18
1.542,0.18
1.543,0.18
1.545,0.18
1.546,0.18
1.547,0.18
1.548,0.18
1.549,0.19
1.551,0.19
1.552,0.19
1.553,0.19
1.554,0.19
1.556,0.19
1.557,0.19
1.558,0.19
1.559,0.19
1.56,0.19
1.562,0.19
1.563,0.19
1.564,0.19
1.565,0.19
1.567,0.19
1.568,0.19
1.569,0.2
1.57,0.2
1.571,0.2
1.573,0.2
1.574,0.2
1.575,0.2
1.576,0.2
1.578,0.2
1.579,0.2
1.58,0.2
1.581,0.2
1.582,0.2
1.584,0.2
1.585,0.2
1.586,0.2
1.587,0.21
1.589,0.21
1.59,0.21
1.591,0.21
1.592,0.21
1.593,0.21
1.595,0.21
1.596,0.21
1.597,0.21
1.598,0.21
1.6,0.21
1.601,0.21
1.602,0.21
1.603,0.21
1.604,0.22
1.606,0.22
1.607,0.22
1.608,0.22
1.609,0.22
1.611,0.22
1.612,0.22
1.613,0.22
1.614,0.22
1.615,0.22
1.617,0.22
1.618,0.22
1.619,0.22
1.62,0.22
1.621,0.23
1.623,0.23
1.624,0.23
1.625,0.23
1.626,0.23
1.628,0.23
1.629,0.23
1.63,0.23
1.631,0.23
1.632,0.23
1.634,0.23
1.635,0.23
1.636,0.23
1.637,0.24
1.639,0.24
1.64,0.24
1.641,0.24
1.642,0.24
1.643,0.24
1.645,0.24
1.646,0.24
1.647,0.24
1.648,0.24
1.65,0.24
1.651,0.24
1.652,0.24
1.653,0.24
1.654,0.25
1.656,0.25
1.657,0.25
1.658,0.25
1.659,0.25
1.661,0.25
1.662,0.25
1.663,0.25
1.664,0.25
1.665,0.25
1.667,0.25
1.668,0.25
1.669,0.25
1.67,0.25
1.672,0.26
1.673,0.26
1.674,0.26
1.675,0.26
1.676,0.26
1.678,0.26
1.679,0.26
1.68,0.26
1.681,0.26
1.683,0.26
1.684,0.26
1.685,0.26
1.686,0.26
1.687,0.26
1.689,0.27
1.69,0.27
1.691,0.27
1.692,0.27
1.694,0.27
1.695,0.27
1.696,0.27
1.697,0.27
1.698,0.27
1.7,0.27
1.701,0.27
1.702,0.27
1.703,0.27
1.705,0.28
1.706,0.28
1.707,0.28
1.708,0.28
1.709,0.28
1.711,0.28
1.712,0.28
1.713,0.28
1.714,0.28
1.716,0.28
1.717,0.28
1.718,0.28
1.719,0.29
1.72,0.29
1.722,0.29
1.723,0.29
1.724,0.29
1.725,0.29
1.726,0.29
1.728,0.29
1.729,0.29
1.73,0.29
1.731,0.29
1.733,0.3
1.734,0.3
1.735,0.3
1.736,0.3
1.737,0.3
1.739,0.3
1.74,0.3
1.741,0.3
1.742,0.3
1.744,0.3
1.745,0.3
1.746,0.3
1.747,0.31
1.748,0.31
1.75,0.31
1.751,0.31
1.752,0.31
1.753,0.31
1.755,0.32
1.756,0.31
1.757,0.31
1.758,0.31
1.759,0.32
1.761,0.32
1.762,0.32
1.763,0.32
1.764,0.32
1.766,0.32
1.767,0.32
1.768,0.32
1.769,0.32
1.77,0.32
1.772,0.32
1.773,0.33
1.774,0.33
1.775,0.33
1.777,0.33
1.778,0.33
1.779,0.33
1.78,0.33
1.781,0.33
1.783,0.33
1.784,0.33
1.785,0.34
1.786,0.34
1.788,0.34
1.789,0.34
1.79,0.34
1.791,0.34
1.792,0.34
1.794,0.34
1.795,0.34
1.796,0.34
1.797,0.35
1.799,0.35
1.8,0.35
1.801,0.35
1.802,0.35
1.803,0.35
1.805,0.35
1.806,0.35
1.807,0.35
1.808,0.35
1.81,0.36
1.811,0.36
1.812,0.36
1.813,0.36
1.814,0.36
1.816,0.36
1.817,0.36
1.818,0.36
1.819,0.36
1.821,0.36
1.822,0.37
1.823,0.37
1.824,0.37
1.825,0.37
1.827,0.37
1.828,0.37
1.829,0.37
1.83,0.37
1.832,0.37
1.833,0.37
1.834,0.38
1.835,0.38
1.836,0.38
1.838,0.38
1.839,0.38
1.84,0.38
1.841,0.38
1.842,0.38
1.844,0.38
1.845,0.39
1.846,0.39
1.847,0.39
1.849,0.39
1.85,0.39
1.851,0.39
1.852,0.39
1.853,0.39
1.855,0.39
1.856,0.39
1.857,0.4
1.858,0.4
1.86,0.4
1.861,0.4
1.862,0.4
1.863,0.4
1.864,0.4
1.866,0.4
1.867,0.4
1.868,0.41
1.869,0.41
1.871,0.41
1.872,0.41
1.873,0.41
1.874,0.41
1.875,0.41
1.877,0.41
1.878,0.41
1.879,0.42
1.88,0.42
1.882,0.42
1.883,0.42
1.884,0.42
1.885,0.42
1.886,0.42
1.888,0.42
1.889,0.43
1.89,0.43
1.891,0.43
1.893,0.43
1.894,0.43
1.895,0.43
1.896,0.43
1.897,0.43
1.899,0.44
1.9,0.44
1.901,0.44
1.902,0.44
1.904,0.44
1.905,0.44
1.906,0.44
1.907,0.44
1.908,0.45
1.91,0.45
1.911,0.45
1.912,0.45
1.913,0.45
1.915,0.45
1.916,0.45
1.917,0.45
1.918,0.46
1.919,0.46
1.921,0.46
1.922,0.46
1.923,0.46
1.924,0.46
1.926,0.46
1.927,0.46
1.928,0.47
1.929,0.47
1.93,0.48
1.932,0.47
1.933,0.47
1.934,0.47
1.935,0.47
1.937,0.48
1.938,0.48
1.939,0.48
1.94,0.48
1.941,0.48
1.943,0.48
1.944,0.48
1.945,0.48
1.946,0.49
1.947,0.49
1.949,0.49
1.95,0.49
1.951,0.49
1.952,0.49
1.954,0.49
1.955,0.5
1.956,0.5
1.957,0.5
1.958,0.5
1.96,0.5
1.961,0.5
1.962,0.5
1.963,0.5
1.965,0.51
1.966,0.51
1.967,0.51
1.968,0.51
1.969,0.51
1.971,0.51
1.972,0.51
1.973,0.51
1.974,0.52
1.976,0.52
1.977,0.52
1.978,0.52
1.979,0.52
1.98,0.52
1.982,0.52
1.983,0.53
1.984,0.53
1.985,0.53
1.987,0.53
1.988,0.53
1.989,0.53
1.99,0.53
1.991,0.53
1.993,0.54
1.994,0.54
1.995,0.54
1.996,0.54
1.998,0.54
1.999,0.54
2,0.54
2.001,0.55
2.002,0.55
2.004,0.55
2.005,0.55
2.006,0.55
2.007,0.55
2.009,0.55
2.01,0.56
2.011,0.56
2.012,0.56
2.013,0.56
2.015,0.56
2.016,0.56
2.017,0.56
2.018,0.57
2.02,0.57
2.021,0.57
2.022,0.57
2.023,0.57
2.024,0.57
2.026,0.57
2.027,0.58
2.028,0.58
2.029,0.58
2.031,0.58
2.032,0.58
2.033,0.58
2.034,0.58
2.035,0.59
2.037,0.59
2.038,0.59
2.039,0.59
2.04,0.59
2.042,0.59
2.043,0.6
2.044,0.6
2.045,0.6
2.046,0.6
2.048,0.6
2.049,0.6
2.05,0.61
2.051,0.61
2.053,0.61
2.054,0.61
2.055,0.61
2.056,0.61
2.057,0.61
2.059,0.62
2.06,0.62
2.061,0.62
2.062,0.62
2.063,0.62
2.065,0.62
2.066,0.63
2.067,0.63
2.068,0.63
2.07,0.63
2.071,0.63
2.072,0.63
2.073,0.64
2.074,0.64
2.076,0.64
2.077,0.64
2.078,0.64
2.079,0.64
2.081,0.65
2.082,0.65
2.083,0.65
2.084,0.65
2.085,0.65
2.087,0.65
2.088,0.66
2.089,0.66
2.09,0.66
2.092,0.66
2.093,0.66
2.094,0.66
2.095,0.67
2.096,0.67
2.098,0.67
2.099,0.67
2.1,0.67
2.101,0.67
2.103,0.68
2.104,0.68
2.105,0.68
2.106,0.69
2.107,0.68
2.109,0.69
2.11,0.69
2.111,0.69
2.112,0.69
2.114,0.69
2.115,0.69
2.116,0.7
2.117,0.7
2.118,0.7
2.12,0.7
2.121,0.7
2.122,0.7
2.123,0.71
2.125,0.71
2.126,0.71
2.127,0.71
2.128,0.71
2.129,0.71
2.131,0.72
2.132,0.72
2.133,0.72
2.134,0.72
2.136,0.72
2.137,0.72
2.138,0.73
2.139,0.73
2.14,0.73
2.142,0.73
2.143,0.73
2.144,0.73
2.145,0.74
2.147,0.74
2.148,0.74
2.149,0.74
2.15,0.74
2.151,0.74
2.153,0.75
2.154,0.75
2.155,0.75
2.156,0.75
2.158,0.75
2.159,0.75
2.16,0.76
2.161,0.76
2.162,0.76
2.164,0.76
2.165,0.76
2.166,0.76
2.167,0.77
2.168,0.77
2.17,0.77
2.171,0.77
2.172,0.77
2.173,0.78
2.175,0.78
2.176,0.78
2.177,0.78
2.178,0.78
2.179,0.78
2.181,0.79
2.182,0.79
2.183,0.79
2.184,0.79
2.186,0.79
2.187,0.8
2.188,0.8
2.189,0.8
2.19,0.8
2.192,0.8
2.193,0.81
2.194,0.81
2.195,0.81
2.197,0.81
2.198,0.81
2.199,0.82
2.2,0.82
2.201,0.82
2.203,0.82
2.204,0.82
2.205,0.83
2.206,0.83
2.208,0.83
2.209,0.83
2.21,0.83
2.211,0.84
2.212,0.84
2.214,0.84
2.215,0.84
2.216,0.84
2.217,0.85
2.219,0.85
2.22,0.85
2.221,0.85
2.222,0.85
2.223,0.86
2.225,0.86
2.226,0.86
2.227,0.86
2.228,0.86
2.23,0.87
2.231,0.87
2.232,0.87
2.233,0.87
2.234,0.88
2.236,0.88
2.237,0.88
2.238,0.88
2.239,0.88
2.241,0.89
2.242,0.89
2.243,0.89
2.244,0.89
2.245,0.9
2.247,0.9
2.248,0.9
2.249,0.9
2.25,0.9
2.252,0.91
2.253,0.91
2.254,0.91
2.255,0.91
2.256,0.91
2.258,0.92
2.259,0.92
2.26,0.92
2.261,0.92
2.263,0.93
2.264,0.93
2.265,0.93
2.266,0.93
2.267,0.94
2.269,0.94
2.27,0.94
2.271,0.94
2.272,0.94
2.274,0.94
2.275,0.95
2.276,0.95
2.277,0.95
2.278,0.95
2.28,0.96
2.281,0.96
2.282,0.96
2.283,0.96
2.284,0.96
2.286,0.97
2.287,0.97
2.288,0.97
2.289,0.97
2.291,0.97
2.292,0.98
2.293,0.98
2.294,0.98
2.295,0.98
2.297,0.98
2.298,0.99
2.299,0.99
2.3,0.99
2.302,0.99
2.303,1
2.304,1
2.305,1
2.306,1
2.308,1
2.309,1.01
2.31,1.01
2.311,1.01
